sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
BB1101,,Default,simple,"Default Category/Building Sanitation/Tools and Accessories/Scrubbers",base,"Pad Utility - White","Light duty. For delicate surface, light cleaning. Sinks, tile, windows.","Pad Utility - White",20.000000,1,"Taxable Goods","Not Visible Individually",2.350000,,,,utility-pad-white,,,,b/b/bb1101.jpg,,b/b/bb1101.jpg,,b/b/bb1101.jpg,,,,"3/7/16, 3:31 AM","7/9/21, 3:38 PM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=1.290000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,1000.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb1101.jpg,,,,,,,,,,,,,,
BB1101,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB1121,,Default,simple,"Default Category/Building Sanitation/Tools and Accessories/Scrubbers",base,"Pad Utility - Blue","Medium duty. For scuffs on finishes that require more than a white pad",Pad,20.000000,1,"Taxable Goods","Not Visible Individually",2.350000,,,,utility-pad-blue,,,,b/b/bb1121.jpg,,b/b/bb1121.jpg,,b/b/bb1121.jpg,,,,"3/7/16, 3:31 AM","7/9/21, 3:40 PM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=1.290000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb1121.jpg,,,,,,,,,,,,,,
BB1121,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB1161,,Default,simple,"Default Category/Building Sanitation/Tools and Accessories/Scrubbers",base,"Pad Utility - Black","Very heavy duty. Very aggressive for heavy build up. Rust stain and black mark removal.","Pad Utility - Black",20.000000,1,"Taxable Goods","Not Visible Individually",2.350000,,,,utility-pad-black,,,,b/b/bb1161.jpg,,b/b/bb1161.jpg,,b/b/bb1161.jpg,,,,"3/7/16, 3:31 AM","7/9/21, 3:45 PM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=1.290000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,1000.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb1161.jpg,,,,,,,,,,,,,,
BB1161,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB1162,,Default,simple,"Default Category",base,"Pad Utility - HD Brown","Pad Utility - HD Brown","Pad Utility - HD Brown",20.000000,2,"Taxable Goods","Catalog, Search",1.350000,,,,pad-utility-hd-brown,,,,,,,,,,,,"3/7/16, 3:31 AM","5/19/17, 5:52 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=0.880000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
BB1163,,Default,simple,"Default Category",base,"Utility Pad 3M Hi-Pro Heavy Duty Black 4.65x10"" (20)","Utility Pad 3M Hi-Pro Heavy Duty Black 4.65x10"" (20)","Utility Pad 3M Hi-Pro Heavy Duty Black 4.65x10"" (20)",20.000000,2,"Taxable Goods","Catalog, Search",98.680000,,,,utility-pad-3m-hi-pro-heavy-duty-black-4-65x10-20,,,,,,,,,,,,"3/7/16, 3:31 AM","5/19/17, 6:03 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=64.140000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
BB1170,,Default,simple,"Default Category/Building Sanitation/Tools and Accessories/Scrubbers",base,"Trax Off Tool - c/w Pads (5)","Heel mark remover for wet look floors easy and quick to use. Fits threaded handle. Contains 1 holder, 5 pads.","Trax Off Tool",20.000000,1,"Taxable Goods","Catalog, Search",30.600000,,,,trax-off-kit,,,,b/b/bb1170.jpg,,b/b/bb1170.jpg,,b/b/bb1170.jpg,,,,"3/7/16, 3:31 AM","5/30/21, 2:19 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=16.830000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,10.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,BB1171,2,,,,,b/b/bb1170.jpg,,,,,,,,,,,,,,
BB1171,,Default,simple,"Default Category/Building Sanitation/Tools and Accessories/Scrubbers",base,"Trax Off Pads (20)","Extra pads for Trax Off Tool kit","Trax Off Pads",20.000000,1,"Taxable Goods","Catalog, Search",31.460000,,,,pads-trax-off,,,,b/b/bb1171_1.jpg,,b/b/bb1171_1.jpg,,b/b/bb1171_1.jpg,,,,"3/7/16, 3:31 AM","5/30/21, 2:19 AM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=17.300000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,BB1170,1,,,,,b/b/bb1171_1.jpg,,,,,,,,,,,,,,
BB1171,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,"Use config",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB1181,,Default,simple,"Default Category/Building Sanitation/Tools and Accessories/Scrubbers",base,"Wall Wash Refill - Cotton","Fastens to utility pad holder and quickly is removed and replaced to allow for wringing out in bucket and wringer.","Wall Wash Refill",20.000000,1,"Taxable Goods","Catalog, Search",11.270000,,,,cotton-wall-wash-refill,,,,b/b/bb1181.jpg,,b/b/bb1181.jpg,,b/b/bb1181.jpg,,,,"3/7/16, 3:31 AM","5/30/21, 2:19 AM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=6.200000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,"BB1081,BB1082,BB1083","1,2,3",,,,,b/b/bb1181.jpg,,,,,,,,,,,,,,
BB1181,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,"Use config",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB1182,,Default,simple,"Default Category,Default Category/Building Sanitation/Tools and Accessories/Scrubbers",base,"Wall Wash Refill - Microfibre 134741","Wall Wash Refill - Microfibre 134741","Wall Wash Refill",20.000000,1,"Taxable Goods","Catalog, Search",10.280000,,,,wall-wash-refill-microfibre-134741,,,,b/b/bb1182.jpg,,b/b/bb1182.jpg,,b/b/bb1182.jpg,,,,"3/7/16, 3:31 AM","3/11/22, 4:22 PM",,,"Product Info Column",,,,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=5.650000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,1000.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,"BB1081,BB1082,BB1083","1,2,3",,,,,b/b/bb1182.jpg,,,,,,,,,,,,,,
BB1182,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB1201,,Default,simple,"Default Category/Building Sanitation/Tools and Accessories/Scrubbers",base,"Stainless Steel Curled Scrubber - Small 35g","For aggressive cleaning of difficult areas. Will not rust, splinter, shred or stain. Also ideal for pot and pan cleaning.","Stainless Steel Scrubber",20.000000,1,"Taxable Goods","Catalog, Search",1.480000,,,,stainless-steel-curled-scrubber,,,,b/b/bb1201.jpg,,b/b/bb1201.jpg,,b/b/bb1201.jpg,,,,"3/7/16, 3:31 AM","11/15/21, 2:53 PM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=0.810000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,"NA1960,Dish XL","2,3",,,,,b/b/bb1201.jpg,,,,,,,,,,,,,,
BB1201,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB1211,,Default,simple,"Default Category/Building Sanitation/Tools and Accessories/Scrubbers",base,"Stainless Steel Curled Scrubber - Large 50g","For aggressive cleaning of difficult areas. Will not rust, splinter, shred or stain. Also ideal for pot and pan cleaning.","Stainless Steel Scrubber",20.000000,1,"Taxable Goods","Catalog, Search",1.820000,,,,stainless-steel-curled-scrubber-jumbo,,,,b/b/bb1211.jpg,,b/b/bb1211.jpg,,b/b/bb1211.jpg,,,,"3/7/16, 3:31 AM","5/30/21, 2:19 AM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=1.000000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,"NA1960,Dish XL","2,3",,,,,b/b/bb1211.jpg,,,,,,,,,,,,,,
BB1211,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,"Use config",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB1249,,Default,simple,"Default Category,Default Category/Building Sanitation/Tools and Accessories/Scrubbers",base,"Pads SOS (18)","Pads SOS (18)","Pads SOS",20.000000,1,"Taxable Goods","Catalog, Search",6.060000,,,,pads-sos-18,,,,b/b/bb1249.jpg,,b/b/bb1249.jpg,,b/b/bb1249.jpg,,,,"3/7/16, 3:31 AM","5/15/23, 11:02 AM",,,"Product Info Column",,,,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=3.330000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,"NA1960,Dish XL","2,3",,,,,b/b/bb1249.jpg,,,,,,,,,,,,,,
BB1249,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB1251,,Default,simple,"Default Category/Building Sanitation/Tools and Accessories/Scrubbers",base,"Grill Bricks","Large abrasive brick for cleaning grills.","Grill Bricks",20.000000,1,"Taxable Goods","Catalog, Search",5.600000,,,,grille-bricks,,,,b/b/bb1251.jpg,,b/b/bb1251.jpg,,b/b/bb1251.jpg,,,,"3/7/16, 3:31 AM","12/2/21, 2:47 PM",,,"Product Info Column",,,,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=3.080000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,AB9082,1,,,,,b/b/bb1251.jpg,,,,,,,,,,,,,,
BB1251,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB1255,,Default,simple,"Default Category",base,"Grill Screens","Grill Screens","Grill Screens",20.000000,2,"Taxable Goods","Catalog, Search",0.420000,,,,grill-screens,,,,,,,,,,,,"3/7/16, 3:31 AM","5/19/17, 6:12 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=0.270000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
BB2001,,Default,simple,"Default Category/Building Sanitation/Tools and Accessories/Sponges\/Chamois",base,"Dry Cleaning Chemical Sponge","Removes stubborn marks from drywall and wallpaper without chemicals or abrasives. Works like an eraser. Ideal on flat paint, non scrubbable wallpaper. Excellent for smoke, soot removal.","Dry Sponge",20.000000,1,"Taxable Goods","Catalog, Search",6.730000,,,,dry-cleaning-chemical-sponge,,,,b/b/bb2001.jpg,,b/b/bb2001.jpg,,b/b/bb2001.jpg,,,,"3/7/16, 3:31 AM","12/2/21, 2:52 PM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=3.700000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb2001.jpg,,,,,,,,,,,,,,
BB2001,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB2010,,Default,simple,"Default Category/Building Sanitation/Tools and Accessories/Sponges\/Chamois",base,"Magic Sponge - Miraclean","Chemical free stain remover. Quickly and easily removes stains from many surfaces using only water. Removes permanent marker, crayon, ink etc. from walls, floors, baseboards, wallpaper. Cleans copper, brass, stainless and more.","Magic Sponge",20.000000,1,"Taxable Goods","Catalog, Search",1.270000,,,,magic-sponge,"Miraclean Magic Sponge - Stain Remover | Action Sanitation Supply",,"Looking for a quick, safe way to eliminate stains? Then you need the Miraclean Magic Sponge. Action Sanitation Supply is your home for the top stain removers and cleaning supplies, and the magic sponge is no exception. Shop today and remove stains quickly",b/b/bb2010.jpg,,b/b/bb2010.jpg,,b/b/bb2010.jpg,,,,"3/7/16, 3:31 AM","2/22/23, 9:07 AM",,,"Product Info Column",,,,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=0.600000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,1000.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,BB4221,2,,,,,b/b/bb2010.jpg,,,,,,,,,,,,,,
BB2010,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB2011,,Default,simple,"Default Category/Building Sanitation/Tools and Accessories/Sponges\/Chamois",base,"Magic Sponge - Mr. Clean (30)","Chemical free stain remover. Quickly and easily removes stains from many surfaces using only water. Removes permanent marker, crayon, ink etc. from walls, floors, baseboards, wall paper. Cleans copper, brass, stainless and more.","Magic Sponge",20.000000,1,"Taxable Goods","Catalog, Search",92.260000,,,,magic-sponge-1291,,,,b/b/bb2011.jpg,,b/b/bb2011.jpg,,b/b/bb2011.jpg,,,,"3/7/16, 3:31 AM","10/24/22, 4:32 PM",,,"Product Info Column",,,,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=50.740000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb2011.jpg,,,,,,,,,,,,,,
BB2011,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB2015,,Default,simple,"Default Category/Building Sanitation/Tools and Accessories/Sponges\/Chamois",base,"Wash Mitt Professional **USE B10512**","High quality, holds soap and water well yet releases dirt easily.","Wash Mitt Professional **USE B10512**",20.000000,2,"Taxable Goods","Catalog, Search",4.920000,,,,professional-wash-mitt-1292,,,,,,,,,,,,"3/7/16, 3:31 AM","5/6/16, 1:56 AM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=3.210000",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
BB2973,,Default,simple,"Default Category,Default Category/Building Sanitation/Tools and Accessories/Floor Pads",base,"Floor Pad - 10"" Blue","Floor Pad - 10"" Blue","Floor Pad - 10"" Blue",20.000000,2,"Taxable Goods","Catalog, Search",2.720000,,,,floor-pad-10-blue,,,,,,,,,,,,"3/7/16, 3:31 AM","5/29/17, 3:08 PM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=1.770000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
BB2984,,Default,simple,"Default Category,Default Category/Building Sanitation/Tools and Accessories/Floor Pads",base,"Floor Pad - 11"" White","Floor Pad - 11"" White","Floor Pad",20.000000,1,"Taxable Goods","Not Visible Individually",3.840000,,,,floor-pad-11-white,,,,b/b/bb3021_1.jpg,,b/b/bb3021_1.jpg,,b/b/bb3021_1.jpg,,,,"3/7/16, 3:31 AM","2/1/22, 11:11 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=2.110000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,10.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb3021_1.jpg,,,,,,,,,,,,,,
BB2984,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB2985,,Default,simple,"Default Category,Default Category/Building Sanitation/Tools and Accessories/Floor Pads",base,"Floor Pad - 11"" Red","Floor Pad - 11"" Red","Floor Pad - 11"" Red",20.000000,1,"Taxable Goods","Not Visible Individually",3.840000,,,,floor-pad-11-red,,,,b/b/bb3022_1.jpg,,b/b/bb3022_1.jpg,,b/b/bb3022_1.jpg,,,,"3/7/16, 3:31 AM","2/1/22, 11:31 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=2.110000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,10.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb3022_1.jpg,,,,,,,,,,,,,,
BB2985,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB2986,,Default,simple,"Default Category,Default Category/Building Sanitation/Tools and Accessories/Floor Pads",base,"Floor Pad - 11"" Blue","Floor Pad - 11"" Blue","Floor Pad - 11"" Blue",20.000000,1,"Taxable Goods","Not Visible Individually",3.840000,,,,floor-pad-11-blue,,,,b/b/bb3023_1.jpg,,b/b/bb3023_1.jpg,,b/b/bb3023_1.jpg,,,,"3/7/16, 3:31 AM","2/1/22, 11:41 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=2.110000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb3023_1.jpg,,,,,,,,,,,,,,
BB2986,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB2987,,Default,simple,"Default Category,Default Category/Building Sanitation/Tools and Accessories/Floor Pads",base,"Floor Pad - 11"" Green","Floor Pad - 11"" Green","Floor Pad - 11"" Green",20.000000,1,"Taxable Goods","Not Visible Individually",3.840000,,,,floor-pad-11-green,,,,b/b/bb3024_1.jpg,,b/b/bb3024_1.jpg,,b/b/bb3024_1.jpg,,,,"3/7/16, 3:31 AM","2/1/22, 11:43 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=2.110000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb3024_1.jpg,,,,,,,,,,,,,,
BB2987,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB2988,,Default,simple,"Default Category,Default Category/Building Sanitation/Tools and Accessories/Floor Pads",base,"Floor Pad - 11"" Black","Floor Pad - 11"" Black","Floor Pad - 11"" Black",20.000000,1,"Taxable Goods","Not Visible Individually",3.840000,,,,floor-pad-11-black,,,,b/b/bb3025_1.jpg,,b/b/bb3025_1.jpg,,b/b/bb3025_1.jpg,,,,"3/7/16, 3:31 AM","2/1/22, 11:44 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=2.110000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,100.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb3025_1.jpg,,,,,,,,,,,,,,
BB2988,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB2989,,Default,simple,"Default Category,Default Category/Building Sanitation/Tools and Accessories/Floor Pads",base,"Floor Pad - 11"" Emerald","Floor Pad - 11"" Emerald","Floor Pad - 11"" Emerald",20.000000,1,"Taxable Goods","Not Visible Individually",3.470000,,,,floor-pad-11-emerald,,,,b/b/bb3027_1.jpg,,b/b/bb3027_1.jpg,,b/b/bb3027_1.jpg,,,,"3/7/16, 3:31 AM","5/30/21, 2:20 AM",,,,,,,,,,,,,,,,"configtierprices_disabled=No,cost=1.910000,is_recurring=No",1000.0000,0.0000,0,0,0,0,0.0000,0,0.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb3027_1.jpg,,,,,,,,,,,,,,
BB2989,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,2,,,,,,,,"Use config",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB2992,,Default,simple,"Default Category,Default Category/Building Sanitation/Tools and Accessories/Floor Pads",base,"Floor Pad - 12"" Red","Floor Pad - 12"" Red","Floor Pad - 12"" Red",20.000000,1,"Taxable Goods","Not Visible Individually",4.310000,,,,floor-pad-12-red,,,,b/b/bb3022_3.jpg,,b/b/bb3022_3.jpg,,b/b/bb3022_3.jpg,,,,"3/7/16, 3:31 AM","2/1/22, 11:48 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=2.370000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,10.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb3022_3.jpg,,,,,,,,,,,,,,
BB2992,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB2994,,Default,simple,"Default Category,Default Category/Building Sanitation/Tools and Accessories/Floor Pads",base,"Floor Pad - 12'' Green","Floor Pad - 12'' Green","Floor Pad - 12'' Green",20.000000,1,"Taxable Goods","Not Visible Individually",4.310000,,,,floor-pad-12-green,,,,b/b/bb3024_4.jpg,,b/b/bb3024_4.jpg,,b/b/bb3024_4.jpg,,,,"3/7/16, 3:31 AM","2/1/22, 11:51 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=2.370000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,10.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb3024_4.jpg,,,,,,,,,,,,,,
BB2994,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB2995,,Default,simple,"Default Category,Default Category/Building Sanitation/Tools and Accessories/Floor Pads",base,"Floor Pad - 12"" Black","Floor Pad - 12"" Black","Floor Pad - 12"" Black",20.000000,1,"Taxable Goods","Not Visible Individually",4.310000,,,,floor-pad-12-black,,,,b/b/bb3025_3.jpg,,b/b/bb3025_3.jpg,,b/b/bb3025_3.jpg,,,,"3/7/16, 3:31 AM","2/1/22, 11:54 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=2.370000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,10.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb3025_3.jpg,,,,,,,,,,,,,,
BB2995,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB2996,,Default,simple,"Default Category,Default Category/Building Sanitation/Tools and Accessories/Floor Pads",base,"Floor Pad - 12"" Blue","Floor Pad - 12"" Blue","Floor Pad - 12"" Blue",20.000000,1,"Taxable Goods","Not Visible Individually",4.310000,,,,floor-pad-12-blue,,,,b/b/bb3023_3.jpg,,b/b/bb3023_3.jpg,,b/b/bb3023_3.jpg,,,,"3/7/16, 3:31 AM","2/1/22, 11:54 AM",,,"Product Info Column",,,2,No,,,,,,,"Use config",,"configtierprices_disabled=No,cost=2.370000,is_recurring=No",1000.0000,0.0000,0,0,0,0,1.0000,0,10.0000,0,1,1.0000,0,0,0,0,0.0000,0,0,0,0,,,,,,,b/b/bb3023_3.jpg,,,,,,,,,,,,,,
BB2996,default,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Block after Info Column",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
